Results: 	[0.8027]	
Results: 	[0.8027, 0.8082]	
Results: 	[0.8027, 0.8082, 0.8082]	
Results: 	[0.8027, 0.8082, 0.8082, 0.8121]	
Results: 	[0.8027, 0.8082, 0.8082, 0.8121, 0.7994]	
Results: 	[0.8027, 0.8082, 0.8082, 0.8121, 0.7994, 0.8094]	
Results: 	[0.8027, 0.8082, 0.8082, 0.8121, 0.7994, 0.8094, 0.8118]	
Results: 	[0.8027, 0.8082, 0.8082, 0.8121, 0.7994, 0.8094, 0.8118, 0.8172]	
Results: 	[0.8027, 0.8082, 0.8082, 0.8121, 0.7994, 0.8094, 0.8118, 0.8172, 0.8172]	
Results: 	[0.8027, 0.8082, 0.8082, 0.8121, 0.7994, 0.8094, 0.8118, 0.8172, 0.8172, 0.8042]	
Results: 	[0.8027, 0.8082, 0.8082, 0.8121, 0.7994, 0.8094, 0.8118, 0.8172, 0.8172, 0.8042, 0.8069]	
Results: 	[0.8027, 0.8082, 0.8082, 0.8121, 0.7994, 0.8094, 0.8118, 0.8172, 0.8172, 0.8042, 0.8069, 0.7946]	
Results: 	[0.8027, 0.8082, 0.8082, 0.8121, 0.7994, 0.8094, 0.8118, 0.8172, 0.8172, 0.8042, 0.8069, 0.7946, 0.8085]	
Results: 	[0.8027, 0.8082, 0.8082, 0.8121, 0.7994, 0.8094, 0.8118, 0.8172, 0.8172, 0.8042, 0.8069, 0.7946, 0.8085, 0.8103]	
Results: 	[0.8027, 0.8082, 0.8082, 0.8121, 0.7994, 0.8094, 0.8118, 0.8172, 0.8172, 0.8042, 0.8069, 0.7946, 0.8085, 0.8103, 0.8142]	
Results: 	[0.8027, 0.8082, 0.8082, 0.8121, 0.7994, 0.8094, 0.8118, 0.8172, 0.8172, 0.8042, 0.8069, 0.7946, 0.8085, 0.8103, 0.8142, 0.8202]	
Results: 	[0.8027, 0.8082, 0.8082, 0.8121, 0.7994, 0.8094, 0.8118, 0.8172, 0.8172, 0.8042, 0.8069, 0.7946, 0.8085, 0.8103, 0.8142, 0.8202, 0.8027]	
Results: 	[0.8027, 0.8082, 0.8082, 0.8121, 0.7994, 0.8094, 0.8118, 0.8172, 0.8172, 0.8042, 0.8069, 0.7946, 0.8085, 0.8103, 0.8142, 0.8202, 0.8027, 0.8124]	
Results: 	[0.8027, 0.8082, 0.8082, 0.8121, 0.7994, 0.8094, 0.8118, 0.8172, 0.8172, 0.8042, 0.8069, 0.7946, 0.8085, 0.8103, 0.8142, 0.8202, 0.8027, 0.8124, 0.8184]	
Results: 	[0.8027, 0.8082, 0.8082, 0.8121, 0.7994, 0.8094, 0.8118, 0.8172, 0.8172, 0.8042, 0.8069, 0.7946, 0.8085, 0.8103, 0.8142, 0.8202, 0.8027, 0.8124, 0.8184, 0.8039]	
Results: 	[0.8027, 0.8082, 0.8082, 0.8121, 0.7994, 0.8094, 0.8118, 0.8172, 0.8172, 0.8042, 0.8069, 0.7946, 0.8085, 0.8103, 0.8142, 0.8202, 0.8027, 0.8124, 0.8184, 0.8039, 0.8172]	
Results: 	[0.8027, 0.8082, 0.8082, 0.8121, 0.7994, 0.8094, 0.8118, 0.8172, 0.8172, 0.8042, 0.8069, 0.7946, 0.8085, 0.8103, 0.8142, 0.8202, 0.8027, 0.8124, 0.8184, 0.8039, 0.8172, 0.8106]	
Results: 	[0.8027, 0.8082, 0.8082, 0.8121, 0.7994, 0.8094, 0.8118, 0.8172, 0.8172, 0.8042, 0.8069, 0.7946, 0.8085, 0.8103, 0.8142, 0.8202, 0.8027, 0.8124, 0.8184, 0.8039, 0.8172, 0.8106, 0.8063]	
