Results: 	[0.9867]	
Results: 	[0.9867, 0.9867]	
Results: 	[0.9867, 0.9867, 0.9778]	
Results: 	[0.9867, 0.9867, 0.9778, 0.9469]	
Results: 	[0.9867, 0.9867, 0.9778, 0.9469, 0.9867]	
Results: 	[0.9867, 0.9867, 0.9778, 0.9469, 0.9867, 0.9867]	
Results: 	[0.9867, 0.9867, 0.9778, 0.9469, 0.9867, 0.9867, 0.9867]	
Results: 	[0.9867, 0.9867, 0.9778, 0.9469, 0.9867, 0.9867, 0.9867, 0.9867]	
Results: 	[0.9867, 0.9867, 0.9778, 0.9469, 0.9867, 0.9867, 0.9867, 0.9867, 0.9867]	
Results: 	[0.9867, 0.9867, 0.9778, 0.9469, 0.9867, 0.9867, 0.9867, 0.9867, 0.9867, 0.9735]	
Results: 	[0.9867, 0.9867, 0.9778, 0.9469, 0.9867, 0.9867, 0.9867, 0.9867, 0.9867, 0.9735, 0.9867]	
Results: 	[0.9867, 0.9867, 0.9778, 0.9469, 0.9867, 0.9867, 0.9867, 0.9867, 0.9867, 0.9735, 0.9867, 0.9689]	
Results: 	[0.9867, 0.9867, 0.9778, 0.9469, 0.9867, 0.9867, 0.9867, 0.9867, 0.9867, 0.9735, 0.9867, 0.9689, 0.9735]	
Results: 	[0.9867, 0.9867, 0.9778, 0.9469, 0.9867, 0.9867, 0.9867, 0.9867, 0.9867, 0.9735, 0.9867, 0.9689, 0.9735, 0.9867]	
Results: 	[0.9867, 0.9867, 0.9778, 0.9469, 0.9867, 0.9867, 0.9867, 0.9867, 0.9867, 0.9735, 0.9867, 0.9689, 0.9735, 0.9867, 0.9867]	
Results: 	[0.9867, 0.9867, 0.9778, 0.9469, 0.9867, 0.9867, 0.9867, 0.9867, 0.9867, 0.9735, 0.9867, 0.9689, 0.9735, 0.9867, 0.9867, 0.9646]	
Results: 	[0.9867, 0.9867, 0.9778, 0.9469, 0.9867, 0.9867, 0.9867, 0.9867, 0.9867, 0.9735, 0.9867, 0.9689, 0.9735, 0.9867, 0.9867, 0.9646, 0.9867]	
Results: 	[0.9867, 0.9867, 0.9778, 0.9469, 0.9867, 0.9867, 0.9867, 0.9867, 0.9867, 0.9735, 0.9867, 0.9689, 0.9735, 0.9867, 0.9867, 0.9646, 0.9867, 0.9867]	
Results: 	[0.9867, 0.9867, 0.9778, 0.9469, 0.9867, 0.9867, 0.9867, 0.9867, 0.9867, 0.9735, 0.9867, 0.9689, 0.9735, 0.9867, 0.9867, 0.9646, 0.9867, 0.9867, 0.9779]	
Results: 	[0.9867, 0.9867, 0.9778, 0.9469, 0.9867, 0.9867, 0.9867, 0.9867, 0.9867, 0.9735, 0.9867, 0.9689, 0.9735, 0.9867, 0.9867, 0.9646, 0.9867, 0.9867, 0.9779, 0.9867]	
Results: 	[0.9867, 0.9867, 0.9778, 0.9469, 0.9867, 0.9867, 0.9867, 0.9867, 0.9867, 0.9735, 0.9867, 0.9689, 0.9735, 0.9867, 0.9867, 0.9646, 0.9867, 0.9867, 0.9779, 0.9867, 0.9688]	
Results: 	[0.9867, 0.9867, 0.9778, 0.9469, 0.9867, 0.9867, 0.9867, 0.9867, 0.9867, 0.9735, 0.9867, 0.9689, 0.9735, 0.9867, 0.9867, 0.9646, 0.9867, 0.9867, 0.9779, 0.9867, 0.9688, 0.9867]	
Results: 	[0.9867, 0.9867, 0.9778, 0.9469, 0.9867, 0.9867, 0.9867, 0.9867, 0.9867, 0.9735, 0.9867, 0.9689, 0.9735, 0.9867, 0.9867, 0.9646, 0.9867, 0.9867, 0.9779, 0.9867, 0.9688, 0.9867, 0.9867]	
Results: 	[0.9867, 0.9867, 0.9778, 0.9469, 0.9867, 0.9867, 0.9867, 0.9867, 0.9867, 0.9735, 0.9867, 0.9689, 0.9735, 0.9867, 0.9867, 0.9646, 0.9867, 0.9867, 0.9779, 0.9867, 0.9688, 0.9867, 0.9867, 0.9912]	
Results: 	[0.9867, 0.9867, 0.9778, 0.9469, 0.9867, 0.9867, 0.9867, 0.9867, 0.9867, 0.9735, 0.9867, 0.9689, 0.9735, 0.9867, 0.9867, 0.9646, 0.9867, 0.9867, 0.9779, 0.9867, 0.9688, 0.9867, 0.9867, 0.9912, 0.9867]	
Results: 	[0.9867, 0.9867, 0.9778, 0.9469, 0.9867, 0.9867, 0.9867, 0.9867, 0.9867, 0.9735, 0.9867, 0.9689, 0.9735, 0.9867, 0.9867, 0.9646, 0.9867, 0.9867, 0.9779, 0.9867, 0.9688, 0.9867, 0.9867, 0.9912, 0.9867, 0.9867]	
Results: 	[0.9867, 0.9867, 0.9778, 0.9469, 0.9867, 0.9867, 0.9867, 0.9867, 0.9867, 0.9735, 0.9867, 0.9689, 0.9735, 0.9867, 0.9867, 0.9646, 0.9867, 0.9867, 0.9779, 0.9867, 0.9688, 0.9867, 0.9867, 0.9912, 0.9867, 0.9867, 0.9689]	
