Results: 	[0.8903]	
Results: 	[0.8903, 0.8958]	
Results: 	[0.8903, 0.8958, 0.8942]	
Results: 	[0.8903, 0.8958, 0.8942, 0.9032]	
Results: 	[0.8903, 0.8958, 0.8942, 0.9032, 0.8916]	
Results: 	[0.8903, 0.8958, 0.8942, 0.9032, 0.8916, 0.8899]	
Results: 	[0.8903, 0.8958, 0.8942, 0.9032, 0.8916, 0.8899, 0.9006]	
Results: 	[0.8903, 0.8958, 0.8942, 0.9032, 0.8916, 0.8899, 0.9006, 0.886]	
Results: 	[0.8903, 0.8958, 0.8942, 0.9032, 0.8916, 0.8899, 0.9006, 0.886, 0.8906]	
Results: 	[0.8903, 0.8958, 0.8942, 0.9032, 0.8916, 0.8899, 0.9006, 0.886, 0.8906, 0.8883]	
Results: 	[0.8903, 0.8958, 0.8942, 0.9032, 0.8916, 0.8899, 0.9006, 0.886, 0.8906, 0.8883, 0.888]	
Results: 	[0.8903, 0.8958, 0.8942, 0.9032, 0.8916, 0.8899, 0.9006, 0.886, 0.8906, 0.8883, 0.888, 0.8932]	
Results: 	[0.8903, 0.8958, 0.8942, 0.9032, 0.8916, 0.8899, 0.9006, 0.886, 0.8906, 0.8883, 0.888, 0.8932, 0.8961]	
Results: 	[0.8903, 0.8958, 0.8942, 0.9032, 0.8916, 0.8899, 0.9006, 0.886, 0.8906, 0.8883, 0.888, 0.8932, 0.8961, 0.8916]	
Results: 	[0.8903, 0.8958, 0.8942, 0.9032, 0.8916, 0.8899, 0.9006, 0.886, 0.8906, 0.8883, 0.888, 0.8932, 0.8961, 0.8916, 0.8903]	
Results: 	[0.8903, 0.8958, 0.8942, 0.9032, 0.8916, 0.8899, 0.9006, 0.886, 0.8906, 0.8883, 0.888, 0.8932, 0.8961, 0.8916, 0.8903, 0.886]	
Results: 	[0.8903, 0.8958, 0.8942, 0.9032, 0.8916, 0.8899, 0.9006, 0.886, 0.8906, 0.8883, 0.888, 0.8932, 0.8961, 0.8916, 0.8903, 0.886, 0.8861]	
Results: 	[0.8903, 0.8958, 0.8942, 0.9032, 0.8916, 0.8899, 0.9006, 0.886, 0.8906, 0.8883, 0.888, 0.8932, 0.8961, 0.8916, 0.8903, 0.886, 0.8861, 0.9074]	
Results: 	[0.8903, 0.8958, 0.8942, 0.9032, 0.8916, 0.8899, 0.9006, 0.886, 0.8906, 0.8883, 0.888, 0.8932, 0.8961, 0.8916, 0.8903, 0.886, 0.8861, 0.9074, 0.8916]	
Results: 	[0.8903, 0.8958, 0.8942, 0.9032, 0.8916, 0.8899, 0.9006, 0.886, 0.8906, 0.8883, 0.888, 0.8932, 0.8961, 0.8916, 0.8903, 0.886, 0.8861, 0.9074, 0.8916, 0.8983]	
Results: 	[0.8903, 0.8958, 0.8942, 0.9032, 0.8916, 0.8899, 0.9006, 0.886, 0.8906, 0.8883, 0.888, 0.8932, 0.8961, 0.8916, 0.8903, 0.886, 0.8861, 0.9074, 0.8916, 0.8983, 0.889]	
Results: 	[0.8903, 0.8958, 0.8942, 0.9032, 0.8916, 0.8899, 0.9006, 0.886, 0.8906, 0.8883, 0.888, 0.8932, 0.8961, 0.8916, 0.8903, 0.886, 0.8861, 0.9074, 0.8916, 0.8983, 0.889, 0.8922]	
Results: 	[0.8903, 0.8958, 0.8942, 0.9032, 0.8916, 0.8899, 0.9006, 0.886, 0.8906, 0.8883, 0.888, 0.8932, 0.8961, 0.8916, 0.8903, 0.886, 0.8861, 0.9074, 0.8916, 0.8983, 0.889, 0.8922, 0.8916]	
Results: 	[0.8903, 0.8958, 0.8942, 0.9032, 0.8916, 0.8899, 0.9006, 0.886, 0.8906, 0.8883, 0.888, 0.8932, 0.8961, 0.8916, 0.8903, 0.886, 0.8861, 0.9074, 0.8916, 0.8983, 0.889, 0.8922, 0.8916, 0.8958]	
Results: 	[0.8903, 0.8958, 0.8942, 0.9032, 0.8916, 0.8899, 0.9006, 0.886, 0.8906, 0.8883, 0.888, 0.8932, 0.8961, 0.8916, 0.8903, 0.886, 0.8861, 0.9074, 0.8916, 0.8983, 0.889, 0.8922, 0.8916, 0.8958, 0.9013]	
Results: 	[0.8903, 0.8958, 0.8942, 0.9032, 0.8916, 0.8899, 0.9006, 0.886, 0.8906, 0.8883, 0.888, 0.8932, 0.8961, 0.8916, 0.8903, 0.886, 0.8861, 0.9074, 0.8916, 0.8983, 0.889, 0.8922, 0.8916, 0.8958, 0.9013, 0.8903]	
Results: 	[0.8903, 0.8958, 0.8942, 0.9032, 0.8916, 0.8899, 0.9006, 0.886, 0.8906, 0.8883, 0.888, 0.8932, 0.8961, 0.8916, 0.8903, 0.886, 0.8861, 0.9074, 0.8916, 0.8983, 0.889, 0.8922, 0.8916, 0.8958, 0.9013, 0.8903, 0.8951]	
Results: 	[0.8903, 0.8958, 0.8942, 0.9032, 0.8916, 0.8899, 0.9006, 0.886, 0.8906, 0.8883, 0.888, 0.8932, 0.8961, 0.8916, 0.8903, 0.886, 0.8861, 0.9074, 0.8916, 0.8983, 0.889, 0.8922, 0.8916, 0.8958, 0.9013, 0.8903, 0.8951, 0.9071]	
Results: 	[0.8903, 0.8958, 0.8942, 0.9032, 0.8916, 0.8899, 0.9006, 0.886, 0.8906, 0.8883, 0.888, 0.8932, 0.8961, 0.8916, 0.8903, 0.886, 0.8861, 0.9074, 0.8916, 0.8983, 0.889, 0.8922, 0.8916, 0.8958, 0.9013, 0.8903, 0.8951, 0.9071, 0.9029]	
Results: 	[0.8903, 0.8958, 0.8942, 0.9032, 0.8916, 0.8899, 0.9006, 0.886, 0.8906, 0.8883, 0.888, 0.8932, 0.8961, 0.8916, 0.8903, 0.886, 0.8861, 0.9074, 0.8916, 0.8983, 0.889, 0.8922, 0.8916, 0.8958, 0.9013, 0.8903, 0.8951, 0.9071, 0.9029, 0.8922]
30 Support Sets: (Mean:0.8938866666666666, SD:0.005946933914926733) | 	














































































